clause	token_label	emotion-label	doc_id
he says that he believes	O O O O O	anger	1691
that	O	anger	1691
if the law would give leave	O O O O O O	anger	1691
the King is a man of so great compassion that he would wholly acquit them.	O O O O O O O O O O O O O O O	anger	1691
In the afternoon I went to White Hall	O O O O O O O O	surprise	1692
where I was surprised with the news of a plot against the King's person and my Lord Monk's	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1692
and that since last night there were about forty taken up on suspicion.	O O O O O O O O O O O O O	surprise	1692
After dinner Mr	O O O	fear	1693
Shepley and I in private talking about my Lord's intentions to go speedily into the country	O O O O O O O O O O O O O O O O	fear	1693
but to what end we know not	O O O O O O O	fear	1693
We fear he is to go to sea	O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1693
with his fleet now preparing	O O O O O	fear	1693
But we wish that he could get his 4000l.	O O O O O O O O O	fear	1693
Then in the Quire at the high altar	O O O O O O O O	sadness	1694
the King passed through all the ceremonies of the Coronation	O O O O O O O O O O	sadness	1694
which to my great grief I and most in the Abbey could not see The crowne being put upon his head	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1694
a great shout begun	O O O O	sadness	1694
and he come forth to the throne	O O O O O O O	sadness	1694
and there passed through more ceremonies.	O O O O O O	sadness	1694
Though he gives me nothing at present till my father's death	O O O O O O O O O O O	happiness	1695
or at least very little	O O O O O	happiness	1695
yet I am glad to see that he hath done so well for us all	O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1695
and well to the rest of his kindred.	O O O O O O O O	happiness	1695
So that I was afraid the other would have too great a conquest over them Then to the Wardrobe	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1696
and dined there	O O O	fear	1696
and then abroad and in Cheapside hear that the Spanish hath got the best of it	O O O O O O O O O O O O O O O O	fear	1696
and killed three of the French coach-horses and severall men	O O O O O O O O O O	fear	1696
and is gone through the City next to our King's coach.	O O O O O O O O O O O	fear	1696
When it comes the next month to sit again	O O O O O O O O O	fear	1697
would bring trouble with it	O O O O O	fear	1697
and enquire how the King had disposed of offices and money	O O O O O O O O O O O	fear	1697
before they will raise more	O O O O O	fear	1697
which	O	fear	1697
I fear	O B-EMO	fear	1697
will bring all things to ruin again	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1697
Dined with Captain Lambert and his father-in-law	O O O O O O O	fear	1697
and had much talk of Portugall.	O O O O O O	fear	1697
The greatest pains were afterwards taken to preserve the fortress	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1698
and a fine Mole was constructed	O O O O O O	sadness	1698
at a vast expense	O O O O	sadness	1698
to improve the harbour.	O O O O	sadness	1698
At length	O O	disgust	1699
after immense sums of money had been wasted there	O O O O O O O O O	disgust	1699
the House of Commons expressed a dislike to the management of the garrison	O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1699
which they suspected to be a nursery for a Popish army	O O O O O O O O O O O	disgust	1699
and seemed disinclined to maintain it any longer.	O O O O O O O O	disgust	1699
I am much troubled for it	O O B-EMO I-EMO O O	disgust	1700
and for the grief and disgrace it brings to their familys and friends.	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1700
But I do not see much true joy	O O O O O O O O	sadness	1701
but only an indifferent one	O O O O O	sadness	1701
in the hearts of the people	O O O O O O	sadness	1701
who are much discontented at the pride and luxury of the Court	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1701
and running in debt.	O O O O	sadness	1701
And that the King is pleased enough with her: which	O O O O O O O O O O	fear	1702
I fear	O B-EMO	fear	1702
will put Madam Castlemaine's nose out of joynt	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1702
The Court is wholly now at Hampton	O O O O O O O	fear	1702
A peace with Argier is lately made.	O O O O O O O	fear	1702
My Lord Peterborough is come unexpected from Tangier	O O O O O O O O	fear	1703
to give the King an account of the place	O O O O O O O O O	fear	1703
which	O	fear	1703
we fear	O B-EMO	fear	1703
is in none of the best condition We had also certain news to-day that the Spaniard is before Lisbone with thirteen sayle.	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1703
By water to White Hall	O O O O O	happiness	1704
and there waited upon my Lord Sandwich	O O O O O O O	happiness	1704
and joyed him	O B-EMO O	happiness	1704
at his lodgings	O O O	happiness	1704
of his safe coming home after all his danger@	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1704
which he confesses to be very great.	O O O O O O O	happiness	1704
The spoilers see and quake	O O O O O	fear	1705
no more think they Of feasting	O O O O O O	fear	1705
but they turn in panic flight Huddling: fast follow at their heels the hounds Biting remorselessly.	O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1705
While long and loud Squealing they flee	O O O O O O O	happiness	1706
and joys the harvest's lord	O B-EMO O O O	happiness	1706
So rejoiced Phoebus	O B-EMO O	happiness	1706
seeing from the war Fleeing the mighty Argive host.	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1706
No more Cared they for deeds of men	O O O O O O O O	sadness	1707
but cried to the Gods For swift feet	O B-EMO O O O O O O	sadness	1707
in whose feet alone was hope To escape Eurymachus' and Aeneas' spears Which lightened ever all along their rear.	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1707
Scared were the Argives	O O O O	fear	1708
like a startled team Of oxen 'neath the yoke-band straining hard	O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1708
What time the sharp-fanged gadfly stings their flanks Athirst for blood.	O O O O O O O O O O O	fear	1708
They are in frenzy of pain Start from the furrow	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	anger	1709
and sore disquieted The hind is for marred work	O O O O O O O O O	anger	1709
and for their sake	O O O O	anger	1709
Lest haply the recoiling ploughshare light On their leg-sinews.	O O O O O O O O O	anger	1709
Then Aphrodite	O O	sadness	1710
who lamented sore For Paris slain	O B-EMO O O B-CAU I-CAU	sadness	1710
snatched suddenly away Renowned Aeneas from the deadly strife	O O O O O O O O O	sadness	1710
And poured thick mist about him.	O O O O O O	sadness	1710
Fate forbade That hero any longer to contend With Argive foes without the high-built wall	O O O O O O O O O O O O O O O	fear	1711
Yea	O	fear	1711
and his mother sorely feared the wrath Of Pallas passing-wise	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	fear	1711
whose heart was keen To help the Danaans now .	O O O O O O O O O O	fear	1711
He feared lest she Might slay him even beyond his doom	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1712
who spared Not Ares' self	O O O O O	fear	1712
a mightier far than he.	O O O O O	fear	1712
No more the Trojans now abode the edge Of fight	O O O O O O O O O O	anger	1713
but all disheartened backward drew	O O O O O	anger	1713
For like fierce ravening beasts the Argive men Leapt on them	O O O O O O O O O O O	anger	1713
mad with murderous rage of war.	B-EMO O B-CAU I-CAU I-CAU I-CAU	anger	1713
Here wives and daughters moaned round men come back From war	O O O O B-EMO O O O O O O	sadness	1715
there cried on many who came not Here	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1715
men stung to the soul by bitter pangs Groaned upon beds of pain	O O O O O O O O O O O O O	sadness	1715
there	O	sadness	1715
toil-spent men Turned them to supper.	O O O O O O	sadness	1715
And winged the flight Of what bare down to the Argives doom or dread He fought as when Olympian Zeus himself From heaven in wrath smote down the insolent bands Of giants grim	O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1716
and shook the boundless earth.	O O O O O	anger	1716
The Locrian men Groaned	O O O B-EMO	sadness	1717
seeing their champion quelled by evil doom	O O O O O O O	sadness	1717
For all his hair and all the stones around Were brain-bespattered: all his bones were crushed	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O	sadness	1717
And his once active limbs besprent with gore.	O O O O O O O O	sadness	1717
Achaea's lords of might	O O O O	anger	1719
exceeding fain Safe to win home	O O O O O O	anger	1719
made this their offering For safe return	O O O O O O O	anger	1719
an image to appease The wrath of Pallas for her image stolen From Troy	O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU	anger	1719
And to this story shall he stand	O O O O O O O	anger	1719
How long soe'er they question him	O O O O O O	anger	1719
until	O	anger	1719
Though never so relentless	O O O O	anger	1719
they believe	O O	anger	1719
And drag it	O O O	anger	1719
their own doom	O O O	anger	1719
within the town.	O O O	anger	1719
For these Still were insatiate for the bitter fray	O O O O O O O O O	happiness	1720
Still longed for turmoil of the fight	O B-EMO O B-CAU I-CAU I-CAU I-CAU	happiness	1720
They bade Their own folk bear against that giant wall What things soe'er for war's assaults avail	O O O O O O O O O O O O O O O O O	happiness	1720
In hope to lay that stately fortress low.	O O O O O O O O	happiness	1720
As when a wolf	O O O O	happiness	1721
With hunger stung to the heart	O O O O O O	happiness	1721
comes from the hills	O O O O	happiness	1721
And ravenous for flesh draws nigh the flock Penned in the wide fold	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1721
slinking past the men And dogs that watch	O O O O O O O O	happiness	1721
all keen to ward the sheep.	O O O O O O	happiness	1721
So without sound of voices marched they on Unto the Trojans' fortress	O O O O O O O O O O O O	happiness	1722
eager all To help those mighty chiefs with foes begirt.	B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1722
Some Whose waists the lance had pierced	O O O O O O O	sadness	1723
impaling them Where sharpest stings the anguish-laden steelAnd all about the city dolorous howls Of dogs uprose	O O O O O O O O O O O O O O O O O	sadness	1723
and miserable moans Of strong men stricken to death	O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1723
and every home With awful cries was echoing Rang the shrieks Of women.	O O O O O O O O O O O O O	sadness	1723
I had hardly done reckoning them up when two or three bustling men came out and shepherded us all energetically into a long	O O O O O O O O O O O O O O O O O O O O O O O	fear	1724
low room	O O	fear	1724
where some form of agreement was read out to us	O O O O O O O O O O	fear	1724
"Sailors are naturally and usually careless about the nature of the ""articles"" they sign"	O O O O O O O O O O O O O O	fear	1724
their chief anxiety being to get to sea	O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	fear	1724
and under somebody's charge	O B-CAU I-CAU I-CAU	fear	1724
But had I been ever so anxious to know what I was going to sign this time	O O O O O O O O O O O O O O O O O	fear	1724
I could not	O O O	fear	1724
for the language might as well have been Chinese for all I understood of it.	O O O O O O O O O O O O O O O	fear	1724
"Sailors are naturally and usually careless about the nature of the ""articles"" they sign"	O O O O O O O O O O O O O O	fear	1725
their chief nxiety being to get to sea	O O O O O O O O	fear	1725
and under somebody's charge	O O O O	fear	1725
But had I been ever so anxious to know what I was going to sign this time	O O O O O O B-EMO O O O O O O O O O O	fear	1725
I could not	O O O	fear	1725
for the language might as well have been Chinese for all I understood of it	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1725
wever	O	fear	1725
I signed and passed on	O O O O O	fear	1725
engaged to go I knew not where	O O O O O O O	fear	1725
in some ship I did not know even the name of	O O O O O O O O O O O	fear	1725
in which I was to receive I did not know how much	O O O O O O O O O O O O	fear	1725
or how little	O O O	fear	1725
for my labour	O O O	fear	1725
nor how long I was going to be away.	O O O O O O O O O	fear	1725
As night fell	O O O	sadness	1726
"the condition of the ""greenies"	O O O O O	sadness	1726
""" or non-sailor portion of the crew"	O O O O O O O	sadness	1726
was pitiable	O O	sadness	1726
Helpless from sea-sickness	O O O	sadness	1726
not knowing where to go or what to do	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1726
bullied relentlessly by the ruthless petty officers--well	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1726
I never felt so sorry for a lot of men in my life	O O O O B-EMO O O O O O O O O	sadness	1726
Glad enough I was to get below into the fo'lk'sle for supper	O O O O O O O O O O O O	sadness	1726
and a brief rest and respite from that cruelty on deck.	O O O O O O O O O O O	sadness	1726
For the first quarter of an hour	O O O O O O O	sadness	1727
in spite of the September chill	O O O O O O	sadness	1727
the sweat poured off me in streams	O O O O O O O	sadness	1727
And the course--well	O O O	sadness	1727
if was not steering	O O O O	sadness	1727
it was sculling	O O O	sadness	1727
the old bumboat was wobbling all around like a drunken tailor with two left legs	O O O O O O O O O O O O O O O	sadness	1727
I fairly shook with apprehension lest the mate should come and look in the compass	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1727
I had been accustomed to hard words if I did not steer within half a point each way.	O O O O O O O O O O O O O O O O O O	sadness	1727
The third mate was nothing much but bad temper--not much sailor	O O O O O O O O O O O	disgust	1729
nor much whaler	O O O	disgust	1729
generally in hot water with the skipper	O O O O O O O	disgust	1729
"who hated him because he was an ""owner's man"	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1729
"""An de fourf mate"	O O O O	disgust	1729
""" wound up the narrator"	O O O O O	disgust	1729
straightening his huge bulk	O O O O	disgust	1729
"""am de bes' man in de ship"	O O O O O O O	disgust	1729
and de bigges'.	O O O	disgust	1729
It was a splendid picture	O O O O O	happiness	1730
but--for the time--I felt glad I was not on board of her	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1730
a very few minutes she was out of our ken	O O O O O O O O O O	happiness	1730
followed by the admiration of all.	O O O O O O	happiness	1730
We were all gathered about the fo'lk'sle scuttle one evening	O O O O O O O O O O	surprise	1731
a few days after the gale referred to in the previous chapter	O O O O O O O O O O O O	surprise	1731
and the question of whale-fishing came up for discussion	O O O O O O O O O	surprise	1731
